finger_count,avg_tip_dist,aspect_ratio,extent,solidity,hull_ratio,area,perimeter,label
0,0.0,1.2222222222222223,0.504209369074234,0.7556032242727142,1.3234459143057833,68336.0,1489.0336142778397,point
2,271.97426348829407,1.2162162162162162,0.5892485077670263,0.7262450365320381,1.3769457272647196,79469.0,1909.0579973459244,point
2,101.76934705499491,1.2235649546827794,0.4634217298869867,0.7024383625149112,1.423612452514326,62124.0,1728.229569554329,point
0,0.0,1.2198795180722892,0.5112933214338837,0.765364683354764,1.306566688727754,68748.5,1482.2468167543411,point
0,0.0,1.2175226586102719,0.519933579723074,0.7644164003086079,1.3081875265840488,69355.5,1428.1046798229218,point
1,0.0,1.2205438066465257,0.47153839250994584,0.6963897202557787,1.4359775437706166,63056.0,1831.6854131221771,point
0,0.0,1.231454005934718,0.48425869650709663,0.7680121564691808,1.3020627233263444,67726.0,1469.8031648397446,point
0,0.0,1.2312312312312312,0.4338460411631143,0.6678204203120772,1.4974085391589147,59233.0,2069.082382798195,point
1,0.0,1.2208588957055215,0.4555099115207942,0.6891258468103961,1.4511137619180563,59101.5,2136.6976062059402,point
0,0.0,1.240625,0.43833044710327457,0.6669840756511376,1.4992861696491906,55685.5,1989.52603328228,point
0,0.0,1.205298013245033,0.48640018921475875,0.7083534812243736,1.4117245506742224,53469.0,1886.170694231987,point
0,0.0,1.2233333333333334,0.5681062670299728,0.827771712158809,1.2080625434662702,62548.5,1316.2224296331406,point
0,0.0,1.301639344262295,0.5285171573687906,0.7911422920014834,1.2639951246572025,63995.5,1428.2224291563034,point
0,0.0,1.167763157894737,0.5855726464047443,0.8440066777963272,1.1848247487934171,63195.0,1300.4650708436966,point
2,73.24616030891995,1.160655737704918,0.49605909048809854,0.7146936569678611,1.3992008887312242,53559.5,1759.1585025787354,point
0,0.0,1.129746835443038,0.5750806651774634,0.8484238195811238,1.1786562056846908,64876.0,1323.9209153652191,point
0,0.0,1.3029411764705883,0.5238016199707874,0.7730900574709828,1.293510361873376,78895.0,1850.7493405342102,point
2,121.56479753612885,0.9859154929577465,0.4488430583501006,0.6577473094500959,1.5203406925921774,8923.0,713.2792172431946,point
0,0.0,0.782608695652174,0.5652173913043478,0.7047013551949138,1.4190408357075024,2106.0,353.5979790687561,point
0,0.0,1.2823529411764707,0.6528332433890988,0.7876163812748226,1.2696536331321815,6048.5,492.6101714372635,point
0,0.0,0.7710843373493976,0.6518260542168675,0.8709596277197836,1.148158844765343,3462.5,282.12488973140717,point
0,0.0,1.255952380952381,0.5636707289550892,0.8594532980622406,1.1635303538361443,19981.0,812.1076447963715,point
2,45.79301256742124,1.178343949044586,0.5036495093819935,0.7478974411411334,1.3370817240318555,14628.5,1020.6934314966202,point
1,0.0,0.8843537414965986,0.5686813186813187,0.8097686375321337,1.234920634920635,10867.5,661.580733537674,point
0,0.0,0.9146341463414634,0.4980487804878049,0.7891279144660569,1.2672216780933725,3063.0,294.9116872549057,point
0,0.0,1.1194029850746268,0.5367164179104478,0.6866963717377467,1.4562476826103077,2697.0,305.74011397361755,point
0,0.0,1.0239234449760766,0.5673210213298753,0.7337449214175209,1.3628714432095845,25374.0,1101.6467487812042,point
0,0.0,0.9523809523809523,0.5086785009861933,0.6881986867310277,1.4530687420373345,36106.0,1470.215290427208,point
0,0.0,0.5748502994011976,0.5605975548902196,0.7223226843480008,1.38442280945758,8987.5,721.7228690385818,point
0,0.0,0.9876543209876543,0.5645833333333333,0.663072043497961,1.5081317479841465,3658.5,423.1543275117874,point
3,270.912356494516,1.2379679144385027,0.5380395236830251,0.694076717349683,1.44076292289198,93168.0,2832.253954768181,point
3,258.617737369385,1.2157894736842105,0.5239690134426976,0.6753767368440373,1.4806550854459277,91988.0,2554.680361032486,point
3,247.68292217038277,1.1439588688946016,0.541347736922677,0.7193769647374016,1.3900917724895956,93710.0,2440.1118206977844,point
3,243.79934675141263,1.3059125964010283,0.4609461975993361,0.6676598536240329,1.497768653562195,91088.5,2648.437720179558,point
0,0.0,0.6902654867256637,0.47498298162014974,0.7346025618529567,1.3612803057446554,4186.5,388.0660150051117,point
0,0.0,0.4579831932773109,0.7037429650759386,0.88409200968523,1.1311039903595979,18256.5,694.89444231987,point
0,0.0,0.4533898305084746,0.7117654047204182,0.8894029739960908,1.1243497371129718,17973.5,679.9238796234131,point
0,0.0,0.4449152542372881,0.7235068603712671,0.9071291236591783,1.1023788939398165,17928.5,663.5807340145111,point
0,0.0,0.42436974789915966,0.7338796904900574,0.9209125078304448,1.0858794852899496,17641.0,654.6518015861511,point
0,0.0,0.39330543933054396,0.7625968129618089,0.9413461538461538,1.062308478038815,17132.5,638.7523068189621,point
0,0.0,0.36099585062240663,0.7972766728668861,0.9589272909794924,1.0428319325217599,16716.5,630.9533175230026,point
0,0.0,0.34156378600823045,0.7664237195696366,0.965521549031855,1.0357096648984345,15458.0,624.2253955602646,point
0,0.0,0.352,0.6636363636363637,0.9361974991984611,1.0681506849315068,14600.0,638.0243849754333,point
0,0.0,0.376984126984127,0.5973893065998329,0.8887059189063228,1.1252316190609377,14301.5,648.4091608524323,point
0,0.0,0.4049586776859504,0.6191178950919211,0.9031246155738714,1.107266907307771,14683.0,630.3086558580399,point
0,0.0,0.3852140077821012,0.5982588531226664,0.8955403894804965,1.1166442203462208,15221.5,662.8944424390793,point
0,0.0,0.38996138996138996,0.5941740892235942,0.8923783551026266,1.120600913594544,15543.0,669.1370832920074,point
0,0.0,0.3992248062015504,0.5864943177541958,0.8918996251681021,1.1212023996663565,15585.5,672.5512961149216,point
0,0.0,0.3937007874015748,0.5841929133858268,0.8858277117784012,1.1288876908043266,14838.5,660.0660158395767,point
0,0.0,0.4025974025974026,0.6126704836382256,0.8806958849113415,1.1354657346907764,13162.0,607.6812390089035,point
0,0.0,0.3577586206896552,0.5814810968009971,0.8584023305734437,1.1649548986335625,11197.0,603.5391039848328,point
0,0.0,0.39267015706806285,0.6001396160558464,0.8757703865939999,1.1418518087705014,8597.0,510.71067690849304,point
0,0.0,0.46206896551724136,0.7209469891919712,0.9479596670501454,1.0548972015990863,7004.0,398.2253954410553,point
0,0.0,0.49612403100775193,0.7724079457364341,0.9686337054758107,1.0323819978046103,6377.0,362.56854152679443,point
0,0.0,0.5271317829457365,0.743844049247606,0.9639533165903383,1.0373946360153257,6525.0,368.22539579868317,point
2,76.90253571892151,1.0433526011560694,0.5248186636350536,0.6784585051826476,1.4739294921666437,65553.0,2296.5382256507874,point
2,230.20208513391012,0.9399477806788512,0.44924934725848564,0.6992752396112033,1.430052064414578,61942.5,2177.2417620420456,point
2,107.56393447619885,0.9914529914529915,0.5203605462226152,0.6751035581518853,1.4812542282217083,63561.0,2372.8813717365265,point
0,0.0,1.1341463414634145,0.40578284815106214,0.7141703207939072,1.400226207788011,3094.5,342.40916085243225,point
2,317.58620876857987,1.452599388379205,0.5345276034122002,0.662317719135901,1.5098493836231037,83025.5,2708.9818769693375,point
2,61.032778078668514,1.076086956521739,0.3645147123407993,0.651747153513938,1.5343373493975903,3320.0,379.82337510585785,point
3,255.59832037570368,1.4497041420118344,0.5185152759328584,0.6711828242723606,1.489907017635791,85876.5,2721.4671581983566,point
3,269.1640459708199,1.4662576687116564,0.5536200169417563,0.6890342522373576,1.4513066611027072,86269.5,2608.2955852746964,point
3,272.0544278226689,1.4969325153374233,0.5455251181735895,0.6858641019156604,1.458014783405253,86786.5,2607.751428961754,point
3,246.67866888183926,1.434017595307918,0.5298082747122921,0.6751804595461094,1.4810855170071877,88345.0,2709.910810112953,point
3,262.54589413555624,1.4583333333333333,0.5360362001943635,0.6800802968362892,1.4704146034695704,88253.0,2677.5087884664536,point
3,268.4963970485651,1.4487951807228916,0.5507977857375448,0.6836069714574388,1.462828850133018,87958.0,2587.7686747312546,point
